

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P02877124A0000|110 121|H1 receptor
P02876899A0568|0 2|On
P02876820A0841|32 33|a
P02875967A0377|67 69|in
P02875967A0377|23 26|vas
P02874635T0000|115 118|not
P02872786A0147|38 40|to
P02870851A0349|19 21|by
P02870720A0188|24 26|be
P02869125A0120|23 41|mu-opiate receptor
P02868848A0167|148 150|an
P02868446A0184|4 22|C-terminal domains
P02859434T0000|48 51|for
P02856622T0001|55 57|up
P02853922A0596|23 25|in
P02852894T0000|69 71|in
P02850971A0180|101 102|a
P02850967T0000|105 106|a
P02850967T0000|107 130|cAMP-responsive element
P02850472A0112|48 51|for
P02848842A0643|113 115|in
P02846640A0643|69 70|a
P02844767A0596|77 110|51-kDa photosystem II polypeptide
P02844767A0191|86 111|nuclear encoded in plants
P02843694T0001|62 63|a
P02840376A0461|25 27|al
P02839716A0673|103 118|HPV-11 enhancer
P02839488A1314|109 136|human erythrocyte type-1 Gs
P02838710A0299|21 23|in
P02837763A0259|27 44|human liver clone
P02833517A0467|61 63|or
P02833517A0467|39 42|can
P02833101T0000|16 18|in
P02833021A1185|130 144|early promoter
P02833012A0428|106 108|an
P02832744A0403|0 2|We
P02832293T0000|18 20|in
P02830282A0155|92 126|Staphylococcus aureus V-8 protease
P02830265A0341|57 58|a
P02830265A0341|15 16|a
P02828926A1870|79 81|be
P02826717A0179|74 76|or
P02826127A0709|154 155|a
P02825750A0260|52 56|with
P02820128A1333|157 159|in
P02818260T0000|0 3|Low
P02818122A0000|111 113|as
P02816251A0397|94 95|a
P02816251A0397|86 88|to
P02813369A0390|120 122|in
P02811378A0379|121 123|in
P02809651A0492|5 7|in
P02808232A0681|14 16|to
P02807780A0143|59 61|in
P02796988A0735|51 53|as
P02796216A0063|16 18|an
P02793216A0876|0 2|On
P02792430A0000|210 212|in
P02792270A1220|63 65|in
P02790009A1052|94 119|ovomucoid serine protease
P02789217A1323|39 41|by
P02789217A1323|8 11|IL6
P02789062A0000|21 42|human 4F2 heavy chain
P02784507A0000|71 75|CD4+
P02783181A0000|82 84|as
P02781567A0544|23 24|v
P02781495T0001|8 10|in
P02779752A0000|0 4|1-(1
P02776823A0000|70 80|6S)-6-[(1R
P02775333A1137|134 135|a
P02775136A1151|249 251|an
P02773930T0000|21 22|a
P02773507A0750|101 102|a
P02772495A0641|85 87|in
P02767166A0368|146 148|in
P02767166A0368|194 196|in
P02762198T0001|36 38|in
P02761492A0124|85 87|in
P02757033A0905|148 149|a
P02756878A0075|33 35|by
P02751080A0176|55 57|an
P02751080A0176|52 54|at
P02749215A0000|24 25|e
P02748595A0492|85 99|human ADH-beta
P02747653A0910|68 70|in
P02747653A0910|2 29|larval albumin-like protein
P02745280A0276|0 2|At
P02744123A0237|183 185|at
P02743981A0347|92 96|L12e
P02743981A0347|206 234|ORF monocistronic transcript
P02743981A0347|83 86|L1e
P02740874A0957|22 25|not
P02740874A0957|35 37|in
P02740874A0957|59 61|in
P02740196A0704|81 83|at
P02733690T0000|74 77|for
P02733690T0000|78 95|nitrate reductase
P02732341A0000|63 64|a
P02731611A0134|71 72|a
P02731611A0134|163 165|by
P02731611A0134|36 38|an
P02729666A0267|51 54|for
P02727909A0383|52 53|a
P02725495A0929|134 136|in
P02725495A0929|69 72|pre
P02721169A0171|55 57|in
P02720966A0455|24 26|an
P02718683A0142|38 41|out
P02717133T0001|9 12|for
P02714852T0000|31 36|HLA-C
P02714525A0529|119 121|at
P02713994A0482|13 28|anti HSV type 1
P02713310T0000|15 17|in
P02708353A1080|88 89|a
P02708288A0621|285 287|in
P02708288A0621|201 203|at
P02705556A1049|63 64|a
P02704579A1078|124 125|a
P02703925A0359|793 794|e
P02703121T0000|47 48|a
P02702566A0000|85 87|as
P02693208A0166|0 2|We
P02692881A0354|253 262|uric acid
P02692881A0354|244 246|in
P02691557A0273|69 73|with
P02689544A0456|6 8|IV
P02686749A0000|157 159|an
P02686588A0592|110 112|in
P02685565A0165|43 61|c-myb-encoded mRNA
P02685461A0380|52 54|in
P02685331A0523|209 237|sigma 54-dependent promoters
P02684585T0001|26 30|with
P02677666A0356|103 105|ag
P02677666A0356|103 113|ag alpha 1
P02674679A1237|166 169|did
P02674674A1308|130 132|an
P02674674A1308|127 129|as
P02674671A0601|7 26|single-stranded DNA
P02674327A0493|19 20|a
P02674327A0493|4 14|p34.8 gene
P02666404A0220|300 358|S. cerevisiae glucose, maltose, and galactose transporters
P02666404A0220|243 290|Escherichia coli xylose and arabinose permeases
P02666034A1520|55 56|a
P02664229A0138|63 66|can
P02657883T0001|50 53|for
P02656257A0000|139 140|a
P02656257A0000|87 88|a
P02656257A0000|87 100|a recombinase
P02649811T0000|26 27|a
P02648646A0932|140 142|or
P02648646A0216|102 104|as
P02647937A0191|12 13|a
P02647937A0191|0 2|It
P02647918A0588|138 151|somatomedin-C
P02645431A1562|95 97|in
P02645276T0088|16 17|a
P02645276T0088|18 22|RIP1
P02641762T0001|90 91|a
P02634872A0000|67 69|at
P02631743A0275|89 92|H-R
P02630543A0210|41 58|anti-T antibodies
P02627159A0899|44 46|be
P02627159A0899|4 34|antigen-specific IgG4 antibody
P02621983T0001|51 53|in
P02620085A0656|162 164|so
P02615078A0283|62 63|f
P02614668A0971|50 52|in
P02609112A0000|82 84|as
P02609112A0000|35 37|in
P02604420A0234|113 115|at
P02603923A0220|125 148|epidermal growth factor
P02601707A0986|37 44|DNase I
P02599995A1031|50 53|ten
P02598034A0000|64 66|in
P02597549A0964|212 226|thromboplastin
P02592543A0106|70 79|hemolysin
P02591969A0961|59 67|ADH gene
P02591078A0000|49 52|can
P02590869A0743|4 8|GALT
P02590615A0636|17 19|at
P02590615A0636|81 83|in
P02590391A0442|177 187|fatty acid
P02590391A0442|240 242|be
P02590097A0093|128 129|a
P02590097A0093|153 168|IgA--Type Kappa
P02586513A0622|25 52|1,859-residue ama-1 product
P02585492A1005|92 96|parA
P02580830A1131|76 90|human AFP gene
P02577867T0000|34 46|oncogene jun
P02577458A0412|57 86|angiotensin converting enzyme
P02575490A1021|60 62|in
P02575174A0229|113 115|in
P02575174A0229|0 2|We
P02575174A0229|96 103|alpha 1
P02574551T0000|15 17|in
P02574052A0910|74 91|beta-adrenoceptor
P02574016A0428|121 123|in
P02573829T0000|29 54|homeodomain-binding sites
P02573336A0000|127 129|an
P02569411A0151|70 72|in
P02568930T0000|34 35|a
P02566680A0820|134 136|at
P02566613T0000|109 129|DNA-binding proteins
P02559630A0270|57 71|thromboplastin
P02557350A0632|90 92|to
P02556269A0187|122 153|single-strand-specific nuclease
P02555703T0000|199 200|v
P02555418A0973|57 58|a
P02555418A0973|59 84|small Ig-related sequence
P02555177A0488|147 156|COX3 gene
P02555177A0488|103 112|aI5 alpha
P02552316A0526|51 54|for
P02552316A0526|108 111|for
P02550682A0411|69 70|a
P02550682A0411|26 27|a
P02549417A0000|103 106|not
P02549036A0000|4 45|Bacillus subtilis phage phi 105 repressor
P02547706T0001|32 34|in
P02546234A1382|81 83|to
P02546234A1382|98 102|with
P02546234A1382|84 86|be
P02543679A1291|76 88|E. coli DnaJ
P02543226A1559|18 19|a
P02542270A0000|142 144|in
P02541251A1327|224 237|human T1 gene
P02532210A0000|75 92|viral early genes
P02531203A0241|71 74|not
P02528329A0000|139 140|a
P02528329A0000|176 177|a
P02528329A0000|43 71|Escherichia coli F1F0-ATPase
P02527745A0865|43 45|if
P02523800A1178|43 47|CHS1
P02519679T0000|14 23|phosphine
P02518691A0251|14 33|IL2R alpha promoter
P02511898A0000|94 97|out
P02509123A0371|86 88|as
P02505087A1037|6 8|we
P02502602A0323|134 135|e
P02498652A0460|29 46|TSH beta promoter
P02497340A0989|101 115|Vk light chain
P02496100T0000|48 57|aflatoxin
P02496090A0252|11 13|in
P02492111A0868|309 311|dl
P02492111A0670|79 81|to
P02492111A0670|82 84|or
P02489032A0000|0 26|Immunoglobulin light chain
P02488148A1156|25 27|at
P02481429T0000|52 54|in
P02480419A0735|122 124|in
P02476030A0000|29 31|in
P02475506A0878|23 25|to
P02474204A0105|105 106|a
P02474110A1039|126 127|a
P02474110A1039|110 118|ramipril
P02474110A1039|64 93|angiotensin converting enzyme
P02474093T0000|102 104|or
P02474093T0000|0 29|Angiotensin converting enzyme
P02473907A1338|183 208|Fc epsilon R binding site
P02473907A1338|79 104|Fc epsilon R binding site
P02473718A0000|159 164|OKT4+
P02473693A0174|56 61|HGB F
P02473198A0613|16 17|a
P02473156A0000|120 121|a
P02470955A0101|104 106|in
P02464097T0000|25 26|a
P02462523A0394|124 130|su(Hw)
P02462523A0394|71 87|su(Hw) mutations
P02462523A0394|124 137|su(Hw) mutant
P02462523A0394|9 13|KpnI
P02459309T0000|106 108|as
P02458699A0650|12 14|al
P02455821A0099|49 75|EcoRI restriction fragment
P02452313A0114|0 3|ASL
P02452313A0114|215 218|ASL
P02452313A0114|39 58|beta-adrenoreceptor
P02446871A1021|76 106|fungal mitochondrial LSU rRNAs
P02444507A0240|42 44|as
P02444507A0240|0 8|Lysozyme
P02443028A0695|19 21|in
P02442837A0060|183 186|pre
P02442837A0060|53 55|as
P02438637T0000|19 21|IV
P02436005A0707|81 83|by
P02427869A0939|69 71|in
P02427869A0939|56 58|be
P02423773T0001|44 46|in
P02423533A1314|113 131|MAP1-specific mRNA
P02420432A1060|11 13|in
P02419327A0998|53 71|Drosophila enzymes
P02418701A0000|58 82|carcinoembryonic antigen
P02411513A0667|155 156|a
P02408248A0414|18 20|or
P02406992A0192|57 59|be
P02406992A0192|53 56|can
P02406570A0898|142 144|at
P02406570A0466|4 22|ABFI-binding sites
P02403634A0788|194 257|myocyte-specific enhancer-binding nuclear factor 1 binding site
P02403035A0621|66 88|mitochondrial fumarase
P02402678A0463|264 266|ha
P02398897A0000|48 65|RNA polymerase II
P02395868A0322|77 78|a
P02395868A0322|108 109|a
P02394718A0130|33 35|in
P02393895A0918|190 191|a
P02391344T0000|21 22|a
P02390989A0745|102 104|an
P02386895A0496|79 81|at
P02384389A0854|115 117|in
P02384265A0947|22 24|an
P02383771A0544|123 127|with
P02374886A0305|61 63|to
P02373810A1118|33 35|or
P02373686T0000|124 125|a
P02372496A0782|26 40|angiotensin II
P02362803A0608|87 88|a
P02362161T0000|8 9|a
P02362161T0000|46 74|carbonic anhydrase inhibitor
P02362161T0000|46 64|carbonic anhydrase
P02358975A0709|130 132|an
P02357537A0451|36 39|not
P02356823A0063|114 116|to
P02356823A0063|45 47|to
P02356823A0063|80 82|to
P02355920A0681|73 75|in
P02355920A0681|104 136|proenkephalin germ cell cap site
P02355293A0749|149 151|in
P02353453A1249|145 146|a
P02349998A0297|74 76|at
P02349998A0297|56 58|to
P02348728A1153|0 2|We
P02348408A0126|21 23|to
P02347655A0193|29 31|in
P02347102A0000|31 32|a
P02343033A0000|14 17|for
P02342477A1292|165 174|mannose 6
P02335815A0530|0 2|At
P02335713A0905|74 82|stearate
P02335521T0000|3 45|NF1-related vitellogenin activator element
P02333239T0000|8 10|an
P02331361A0268|63 65|to
P02331361A0268|70 72|in
P02331361A0268|29 31|in
P02330333A0325|65 67|In
P02330110A1085|54 56|in
P02327159T0001|15 16|a
P02326716A0139|126 129|rib
P02325895T0000b|49 51|as
P02324104A0151|31 64|cAMP-dependent phosphotransferase
P02323517A0557|129 131|ex
P02320008A0651|23 56|striated muscle alpha-tropomyosin
P02317554T0000|57 58|a
P02312689A0360|56 59|Kit
P02312470A0774|68 71|Na+
P02311544A0086|26 28|to
P02307850A1197|98 100|in
P02305014A0226|115 117|at
P02303158T0000|34 35|a
P02303158T0000|0 11|Thyrotropin
P02300541A0000|84 85|a
P02299543A0317|107 109|be
P02298741A0809|256 279|anti-PKC alpha antibody
P02293664A0946|44 52|vimentin
P02293019A0000|132 169|serine lysosomal proteinases elastase
P02292272T0000|49 51|in
P02289639A0989|16 18|in
P02289102A0114|6 8|an
P02284393A0751|87 89|EE
P02283873A0308|137 139|be
P02283378T0000|14 17|for
P02283148T0000|59 61|in
P02282815T0000|51 53|in
P02281330A0556|89 90|a
P02281330A0556|86 88|in
P02280777T0000|34 35|a
P02278474A0000|6 33|Fibrin Degradation Products
P02278217A0372|59 61|so
P02277452A0116|98 101|for
P02272095A0832|83 85|in
P02270587A0000|47 48|a
P02262439A0508|55 57|in
P02262439A0508|20 21|a
P02259795A0570|56 58|as
P02259334A0205|91 92|a
P02258918A0242|100 101|a
P02257899T0000|28 30|in
P02257251T0000|29 31|in
P02256678A1224|9 10|a
P02252891T0000|0 21|65-kilodalton protein
P02252891T0000|40 53|interleukin 2
P02251119A0319|57 85|U14 snRNA-homologous regions
P02250919A0404|128 130|or
P02247924A0078|12 13|a
P02247081A0223|167 169|at
P02247081A0223|33 38|VPS34
P02247069A0261|4 8|TUP1
P02243093A0000|0 34|Human T-cell leukemia virus type I
P02242222T0000|34 36|in
P02241742A0766|53 57|with
P02237431A0000|18 39|human T cell receptor
P02236064A1178|0 9|S6 kinase
P02236002A0958|128 130|in
P02234731A0503|56 58|to
P02234345A0215|30 32|in
P02233626T0000|43 45|in
P02229068A0156|169 190|nucleolar rev protein
P02228615A0974|178 182|slow
P02228615A0974|176 177|a
P02228615A0974|102 104|an
P02225687A0546|45 46|a
P02223928T0069|19 23|with
P02223928T0069|24 25|a
P02212540A0473|139 141|by
P02209811T0000|48 50|in
P02209811T0000|0 22|Horseradish peroxidase
P02209605A0510|50 52|as
P02208762A0228|131 132|a
P02206789A0002|27 28|a
P02206430A0197|68 70|an
P02204625A1130|73 75|in
P02204623A0000|50 66|IR) beta-subunit
P02201901A0229|6 8|we
P02201770A0188|86 88|as
P02201770A0188|116 118|as
P02200736A1003|24 25|a
P02200315A0278|8 20|IgM antibody
P02199311A0620|135 139|RET1
P02196565T0000|114 151|general regulatory factor I/repressor
P02196565A0606|6 33|general regulatory factor I
P02195715A0143|119 121|at
P02194972T0000|123 125|in
P02190134A0572|130 132|to
P02188168A0000|115 136|anti HIV-1 antibodies
P02187871T0000|91 97|eIF-4D
P02185250A0726|138 140|be
P02185140A0000|4 38|Saccharomyces cerevisiae 14DM gene
P02182323A0121|42 51|tRNA(Val)
P02182240A0355|78 79|a
P02181760A0311|174 176|to
P02181760A0311|120 122|in
P02181760A0311|171 173|up
P02180935A0535|98 100|in
P02179815A0582|326 329|rel
P02179815A0582|217 220|rel
P02179815A0582|92 96|p68c
P02179815A0582|321 325|p59v
P02179188A1223|98 110|cytochalasin
P02179188A1223|62 64|in
P02179052A1044|56 58|an
P02179052A1044|79 81|in
P02176822A0000|0 30|Multifunctional protein kinase
P02176152A0896|63 64|a
P02176021T0000|24 26|in
P02175908A0805|113 114|a
P02175908A0805|83 95|mutant locus
P02175433A0575|60 71|mutant gene
P02174427A1574|34 37|not
P02174427A1574|38 40|at
P02174427A1574|114 161|wild-type ubiquinol-cytochrome c oxidoreductase
P02169887A0360|41 43|or
P02168640A0268|63 65|in
P02167467T0000|53 74|bacterial protein L11
P02167321T0000|81 103|protein-2 binding site
P02166040A0385|133 162|P-enolypyruvate carboxykinase
P02166040A0385|82 96|chimeric genes
P02165589A0000|133 177|steroid/thyroid hormone receptor superfamily
P02164588A0266|86 106|signal-anchor domain
P02164585A0814|53 56|tra
P02164585A0416|4 28|TraD protein (83,899 Da)
P02163394T0000|42 44|in
P02163347A0472|159 178|human ets-1 protein
P02162835A0989|0 2|It
P02162467A0311|0 2|We
P02162467A0311|13 17|cytR
P02160955A0899|21 23|in
P02160955A0899|48 62|GT-rich region
P02160622A0000|183 185|in
P02160502A0471|61 63|to
P02158927A0000|104 113|six genes
P02157882T0000|60 81|murine v-abl proteins
P02157141A0923|48 63|topoisomerase I
P02155017A1106|111 114|not
P02154602A0092|0 2|It
P02154599A0382|15 17|we
P02154474A1504|114 139|steroidogenic P-450 genes
P02154467A0709|91 115|human furin gene product
P02153683A1579|108 111|Na+
P02153243A0965|125 127|as
P02149570T0000|30 34|with
P02148799A0000|20 50|major negative regulatory gene
P02146266A0000|58 101|Neurospora crassa CuZn superoxide dismutase
P02145268A1454|83 104|mammalian collagenase
P02145195A0253|37 39|in
P02144610A1306|238 262|human TCR alpha enhancer
P02144610A1306|213 230|T alpha 1 element
P02144610A1306|107 123|T beta 2 element
P02143768T0000|30 32|in
P02143186A1306|92 94|at
P02143186A0867|43 45|in
P02143186A0867|136 160|C-terminal coding region
P02142993A0176|169 171|by
P02142921T0000|0 37|Luteinizing hormone-releasing hormone
P02142240A0506|41 43|in
P02141425A0175|95 97|so
P02139473A1603|49 65|Fur-binding site
P02138915A1060|49 50|a
P02138707A0198|158 206|murine class II major histocompatibility complex
P02132636A0188|61 64|DST
P02131652A0883|109 116|gastrin
P02129338A0568|71 114|green alga Scenedemus obliquus plastocyanin
P02125016A0145|16 18|by
P02124710A1624|89 119|type alpha I collagen promoter
P02123877A1452|240 260|immediate-early gene
P02123875A0223|393 396|pre
P02123466A0272|39 53|AP-4 HLH motif
P02123300T0000|100 123|recombinant Factor VIII
P02123029A0478|20 57|Raja immunoglobulin heavy chain genes
P02122454A1042|84 104|lambda I light chain
P02120707A0594|123 130|HLA-DRA
P02119946T0000|46 48|an
P02117799T0000b|67 69|in
P02117799T0000a|24 27|for
P02116071A0000|375 392|mite specific IgG
P02116071A0000|306 318|mite antigen
P02115889A0436|15 17|we
P02115889A0436|49 59|human gene
P02115121A0000|126 127|a
P02113901A0000|123 125|to
P02113699A0372|254 259|N- IS
P02113174A0064|11 12|a
P02113015A0295|54 57|per
P02110148A0423|281 307|entire IF2 structural gene
P02110145T0000|149 182|Bacillus cereus beta-lactamase II
P02107548A0727|54 66|human poly(A
P02107548A0727|124 133|psi ARF 4
P02107073A0584|135 137|in
P02102823A0492|64 94|neomycin phosphotransferase II
P02099622A1046|101 103|in
P02095150T0000|55 56|a
P02093888A0293|36 37|a
P02093741A0211|30 31|a
P02091890A0614|194 195|a
P02088781A0653|29 31|up
P02083546A0000|113 118|oxime
P02083230A0938|56 57|a
P02083199A1175|110 124|wild-type EGFR
P02081463A0110|75 112|Spec1 transcriptional initiation site
P02079811A0407|111 113|by
P02079811A0407|114 115|a
P02079811A0407|46 49|EMB
P02076816T0000|55 79|Saccharomyces cerevisiae
P02076816T0000|3 7|RME1
P02076620A0548|51 52|a
P02076620A0548|68 69|a
P02075876T0001|47 49|in
P02075876A0408|38 39|a
P02072238T0000|18 20|in
P02069873X0000|87 89|be
P02069873X0000|59 70|human locus
P02062933A0738|30 32|an
P02062933A0738|75 77|in
P02056553T0000|46 48|in
P02054754A0919|89 91|to
P02052592A0000|275 288|interleukin 1
P02052544A0641|118 135|DNA polymerase II
P02047597A0149|49 51|to
P02045524A0000|107 109|in
P02045524A0000|114 117|mid
P02044975A0380|92 94|up
P02041088A1053|42 43|a
P02038326A0538|159 198|general translation initiation factor 2
P02038326A0538|216 219|43S
P02038293A0919|117 119|to
P02034669A0293|40 42|in
P02034655A1224|45 46|a
P02030910A0000|75 77|to
P02030910A0000|32 47|human ETS1 gene
P02026491A0399|61 62|a
P02026461A0760|31 35|DRB1
P02026147A0000|14 18|Ca2+
P02024252A0000|77 79|in
P02023904A0120|107 122|56-kDa proteins
P02023097A0000|107 128|viral structural gene
P02019572A0000|278 296|L-PK gene cap site
P02017271A0502|99 101|in
P02016769A0720|67 69|in
P02016769A0720|0 2|We
P02008982A0463|24 25|a
P02007045A0092|19 20|a
P02007045A0092|26 28|in
P02007045A0092|62 63|a
P02006558A0000|44 46|in
P02005547A0121|85 87|or
P02005547A0121|11 12|a
P02004705A0686|96 97|a
P02002051T0000|0 16|Isoform C beta 2
P02002051A0276|32 33|a
P02002051A0276|34 50|full-length cDNA
P02001033A1907|251 253|in
P02001033A1907|119 121|in
P01999035A0383|24 26|at
P01999035A0383|27 28|a
P01999035A0383|17 19|up
P01993656A1860|84 119|guanine nucleotide-binding proteins
P01993181T0000|36 87|Pseudomonas putida PpG7 salicylate hydroxylase gene
P01992953A0247|107 109|in
P01992742A0000|74 76|an
P01992459A0000|143 168|virus-encoded protein Rev
P01989999A0000|59 69|EC 6.3.4.4
P01986254A0452|64 87|B-cell-specific complex
P01986225A0250|0 2|We
P01985924A0554|95 112|pol II holoenzyme
P01985920A0156|180 184|SCP2
P01985301T0000|22 24|MK
P01983026A0483|124 127|not
P01982190T0001|17 19|an
P01978834A0076|102 110|rabbit H
P01977585A0222|32 42|protease-B
P01977585A0222|53 57|URA2
P01975428A0151|138 140|in
P01974876A1051|128 133|BglII
P01971191A1271|26 44|adrenergic agonist
P01970560A1024|29 52|aroF regulatory regions
P01968224A0119|299 316|C-terminal region
P01968043A0908|96 98|in
P01967130A0645|116 142|human DNA binding proteins
P01961747A0000|129 131|in
P01954835A0000|91 92|a
P01952827A0215|58 59|a
P01947449A1082|60 62|at
P01942033T0000|17 19|an
P01939878A0765|0 2|We
P01939878A0765|44 46|in
P01939827A0150|216 218|to
P01936997A0795|59 66|TRP-185
P01932695A1155|38 40|in
P01932695A1155|41 42|a
P01932650A0435|144 145|a
P01930660T0000|0 28|Insulin-like growth factor 1
P01924920A0115|87 89|in
P01924315A0158|90 94|SOD1
P01923803A0609|76 78|by
P01923167A0000|184 186|as
P01922739A0336|0 2|It
P01921463T0000|21 24|for
P01918073A0150|513 587|avian TnIcardiac internal actin/TnC-binding, actomyosin-inhibitory, domain
P01918073A0150|631 661|mammalian TnIcardiac sequences
P01918070A0281|152 156|T3RE
P01917962A0152|35 54|immunoglobulin gene
P01917943A0621a|25 57|sMtCK genomic upstream sequences
P01916632A0431|0 8|Anti-HBc
P01913955A0177|441 456|type 1 collagen
P01909027A0922|191 192|a
P01909027A0922|149 186|Drosophila homeotic protein fork head
P01907265A0670|20 22|in
P01906509A0072|15 17|we
P01906111A1295|116 120|with
P01904546A0671|53 54|a
P01904437A0000|128 129|a
P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P01901443A0297|205 208|red
P01901405A0694|71 73|in
P01901405A0694|42 45|BP1
P01900194T0000|21 60|mitochondrial NADH-ubiquinone reductase
P01899846A0862|40 42|be
P01899846A0862|15 19|rbcL
P01899409T0000a|93 133|recombinant tissue plasminogen activator
P01899209A0883|10 12|in
P01899209A0883|40 42|in
P01895358A0000|77 79|in
P01895358A0000|127 128|a
P01895358A0000|152 155|how
P01895358A0000|156 158|to
