

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P09903722T0000|76 78|H2
P09895323T0000|73 78|Hoxa3
P09893913A0656|43 51|fentanyl
P09892662A0334|101 103|Gs
P09892017A2151|62 66|role
P09886602A0000|87 94|antigen
P09882499A0231|142 146|Pax6
P09882334A0822|47 50|FLK
P09882303A1984|47 52|TRAF2
P09880512A1251|23 27|Bmp2
P09880512A1251|87 90|Sp1
P09880327A0322|103 110|protein
P09880103A0387|0 3|MPO
P09880029A0703|216 218|C3
P09880029A0703|281 283|C6
P09872832A1262|248 249|p
P09872337A0000|31 42|clindamycin
P09872337A0000|111 122|clindamycin
P09863624A2301|193 196|min
P09863624A0629|216 220|CRF1
P09861365A0000|95 102|antigen
P09861099A1011|118 119|P
P09858714A1171|105 108|srd
P09858581A0183|58 64|SPP381
P09858577A1186|12 16|SKO1
P09857265A0669|15 24|vitamin A
P09855111A0905|287 297|coenzyme A
P09852005A1287|141 145|SAP1
P09851988A0085|21 29|arginine
P09848653A0597|24 31|protein
P09846927A0227|4 7|tip
P09846033A0488|79 80|p
P09845662A0085|63 71|collagen
P09844106A0835|67 78|fibronectin
P09844106A0835|86 89|ST2
P09843572A0944|109 113|Wee1
P09837933T0000|16 23|protein
P09833740A1112|54 63|inhibitor
P09823014T0000|52 64|carbohydrate
P09823014T0000|87 99|carbohydrate
P09822652A1118|85 88|Sp1
P09822602A0237|245 252|protein
P09822602A0237|254 257|CBP
P09819440A0783|71 75|RPB5
P09819421A0000|110 123|cyclosporin A
P09819391A1123|126 131|ASAP1
P09813110A0982|84 91|protein
P09813093A0624|91 95|GIN4
P09806919A0447|8 11|usp
P09806546A1270|30 35|RFXAP
P09806546A1270|21 25|RFX5
P09804836A0000|223 224|P
P09804836A0000|36 43|protein
P09800187A0100|42 46|TP53
P09800187A0100|64 67|Tk1
P09800187A0100|250 255|Trp53
P09799634A0161|136 143|protein
P09799237A0624|88 92|term
P09798068A0290|109 116|protein
P09795213A0129|254 261|protein
P09795213A0129|77 84|protein
P09792702A0754|65 72|glucose
P09792630A1127|127 137|nucleoside
P09792630A1127|118 119|N
P09790771A1032|58 62|Gng3
P09789795A0607|43 44|A
P09789795A0607|65 67|NA
P09788739A1096|76 84|molecule
P09786932A1042|193 197|role
P09786926A1372|113 119|sterol
P09784192A1027|12 19|peptide
P09781874A1061|75 85|nucleotide
P09780228A0613|115 118|FAS
P09778197A0415|231 241|coenzyme A
P09778006A0718|247 248|s
P09777477A0000|143 146|air
P09777477A0000|136 139|air
P09773975A1873|124 127|min
P09773975A1873|354 357|min
P09773975A1873|288 291|min
P09771985A0238|112 122|L-cysteine
P09765271A1108|265 272|protein
P09763470A1756|55 61|Phox2a
P09763470A0000|60 68|dopamine
P09763470A0000|72 85|noradrenaline
P09763470A0000|27 30|DBH
P09761711A0000|111 119|electron
P09759691A1051|277 278|L
P09754571A1257|41 44|arm
P09753775A0734|9 13|ICK1
P09750540A0000|31 34|MCS
P09750325A0000|205 207|H7
P09748286A0000|100 104|LIFR
P09736770A0351|136 139|Sp3
P09736715A0729|94 97|ILK
P09736697A1107|43 48|Stat3
P09736697A1107|163 168|Stat3
P09736239A0436|173 174|p
P09735366A1180|72 74|Pc
P09735366A1180|84 88|Epc1
P09735366A1180|119 123|EPL1
P09735286A0599|114 117|ATP
P09733794A1323|74 77|Bax
P09733794A1323|157 159|Tg
P09731704A0000|100 108|estrogen
P09729481A1177|123 126|Sp1
P09727046A0784|100 104|TAL1
P09716183A1036|0 3|TBP
P09716179A0974|183 187|cdc2
P09714835A0345|39 42|CPD
P09714835A0345|141 144|CPE
P09713996T0000|184 188|drug
P09712037A0470|53 56|Fyn
P09710614T0000|49 52|CD2
P09710599A0310|121 122|h
P09710582A0535|14 17|Rho
P09705352A0879|40 44|Mcm2
P09703276A2346|29 42|hydroquinones
P09696819A0450|135 137|ER
P09694869A0932|43 47|role
P09694869A0932|201 206|Stat3
P09694860A0498|123 130|protein
P09694725A0500|83 98|oligonucleotide
P09694034A0713|19 28|clozapine
P09689047A0253|142 146|acid
P09688264A1029|46 49|spi
P09687498A1173|37 41|role
P09686603A0124|26 30|role
P09685346A0419|19 24|Pitx2
P09685226A0000|145 152|protein
P09685226A0000|4 8|role
P09680994A0169|96 103|protein
P09678837A0736|84 96|methacholine
P09677410A1059|234 237|p53
P09673436A0898|130 131|P
P09671464A0316|79 86|glucose
P09668063A0274|25 29|role
P09663062A0175|153 155|MP
P09662339A0744|150 157|protein
P09660838A0920|105 109|HSF1
P09655916A0415|88 92|side
P09655248A0000|24 31|protein
P09651367T0000|2 6|role
P09649501A0358|211 218|protein
P09649438A0182|156 159|Tat
P09640162A0242|50 64|growth hormone
P09638793A1446|42 45|Hct
P09638485A0111|37 41|acid
P09633879A0246|121 126|group
P09632734A0081|104 109|group
P09632709A0464|130 137|protein
P09632217A0477|113 123|naltrexone
P09632217A0477|101 107|heroin
P09627285A0554|7 8|S
P09618150A0127|71 78|insulin
P09617765A0174|132 133|A
P09617765A0174|52 54|nt
P09617765A0174|115 117|nt
P09613574A0905|225 228|min
P09613574A0905|25 32|protein
P09610755A1731|96 97|p
P09609342A0000|120 123|AFP
P09606924T0000|83 100|retinyl palmitate
P09601516A0695|72 76|PEP1
P09599897A0000|241 244|CRP
P09599897A0000|232 239|protein
P09599102A1191|78 80|Cu
P09598205A0430|67 79|beta-alanine
P09593302A1165|137 143|phenol
P09592125A0000|48 52|role
P09590540A0513|24 26|nt
P09584194A1305|16 20|role
P09583823A0238|250 255|group
P09583823A0238|184 186|Ho
P09582331A0506|29 39|nucleotide
P09582331A0506|110 113|SP1
P09580563A0331|72 78|dynein
P09578042A0363|121 126|group
P09574799A1072|129 133|lack
P09573378A0761|16 17|D
P09572990A0630|180 187|agarose
P09572491A1044|123 130|glycine
P09572428A0526|63 64|P
P09571563A0000|86 89|PRK
P09570952A0000|90 97|protein
P09570944T0000|54 56|Mb
P09570107A0355|32 35|ESP
P09568549A0188|143 152|histamine
P09568549A0188|70 79|malathion
P09566876A0000|86 89|TBP
P09565584A0770|2 9|cluster
P09564917A0900|101 102|p
P09564860A2315|152 155|GGH
P09560430A0000|21 25|role
P09560221A0282|150 157|protein
P09556861A1018|184 187|ATP
P09556573A1062|57 58|S
P09556566A0174|32 35|VDR
P09553686A0000|63 70|estrone
P09553686A0000|159 170|application
P09550919A0365|77 86|adenosine
P09549179A0774|79 80|p
P09549179A0774|81 82|p
P09549179A0774|84 87|DDE
P09545638A0330b|66 70|HMT1
P09545638A0330a|66 70|HMT1
P09545332A0137|111 115|IRS1
P09538220A0000|37 40|mrr
P09536901A0362|43 45|T2
P09536901A0362|68 70|T2
P09536028A0945|148 151|EGF
P09536028A0945|141 143|TF
P09535851A0591|168 172|acid
P09535835A0279|74 79|Cdc42
P09533109A0449|117 128|chloroquine
P09530251A0766|48 51|min
P09528770A1379|110 117|glucose
P09528770A1379|257 264|acetate
P09528768A0000|85 87|ER
P09528758T0000|151 158|protein
P09524250A0767|47 50|AP1
P09524222A0769|265 272|protein
P09524222A0769|223 229|MARCKS
P09524122A0336|25 29|GPA2
P09522979T0000|22 33|fibronectin
P09515924A0104|94 101|protein
P09514962A0841|27 34|protein
P09514159A0562|62 66|Ptx1
P09514156A1147|81 83|GC
P09512416A0460|140 147|protein
P09512416A0460|119 123|GCR1
P09510582A0157|141 144|HBB
P09505733A0246|174 179|group
P09504906A0099|105 121|cysteine residue
P09504906A0099|74 84|amino acid
P09504423A0114|321 329|protease
P09503017A1021|36 41|HYAL1
P09502627A0705|305 306|p
P09501093A0071|18 25|mitogen
P09498769A0095|49 50|B
P09494078A1362|39 48|yohimbine
P09490676A0800|190 193|Myb
P09488713A0886|121 125|SCAP
P09488486A0906|16 19|TBP
P09488486A0000|138 141|Pol
P09488466A0695|75 86|actinomycin
P09485308A1165|36 43|cluster
P09482902A0942|278 282|role
P09480843A0848|79 82|GCT
P09480843A0848|84 91|alanine
P09479498A0000|47 51|RNF4
P09479498A0000|83 90|protein
P09478976A0718|134 137|OSM
P09478971A1896|73 77|role
P09475724T0000|0 4|TOR2
P09472616A1004|58 59|B
P09468509A0463|4 11|protein
P09467900A0701|77 84|stretch
P09467707T0000|45 68|lipoprotein cholesterol
P09466267A1192|50 54|role
P09465035A1032|86 87|L
P09460171T0000|14 29|thyroid hormone
P09459241A0707|96 97|P
P09453689A0000|110 113|BCR
P09453537A0863|122 125|SP1
P09452421A1042|120 123|Tyr
P09451003A0894|43 46|CRP
P09448268A0186|79 82|nmo
P09447963A0223|0 4|Sip1
P09446616A0780|70 74|Jak1
P09446600A0260|29 47|beta-galactosidase
P09445488A1169|101 105|SUR1
P09445056A0215|59 62|bis
P09443978A0262|73 76|Sp1
P09440166A0857|209 210|A
P09436989A1011|79 83|MOB1
P09435789A0961a|16 21|RAD24
P09435056A0128|209 216|protein
P09435056A0128|242 245|MBP
P09435056A0128|233 240|protein
P09434160A2078|47 51|CD34
P09432752A0109|137 148|application
P09430668A0172a|69 75|sterol
P09430461A0742|212 213|p
P09428389A1805|173 185|bicalutamide
P09427627T0000|26 33|insulin
P09423310A0251|165 172|antigen
P09420269A0000|167 169|nt
P09418905A1396|127 130|EGF
P09417493A0823|141 157|prostaglandin E2
P09416467A0959|209 213|role
P09414074A0827|213 216|SSP
P09413375A1486|21 24|LIS
P09408516T0000|13 26|pyrimethamine
P09407031A0557|16 20|Crb2
P09405536A0777|155 166|application
P09402139A1121|122 136|glucocorticoid
P09402139A1121|113 120|insulin
P09400613A0594|318 322|HIS3
P09398332A0732|38 41|mu2
P09398267A0440|99 102|CEF
P09395525A0395|47 54|protein
P09389492A0520|81 94|dexamethasone
P09389492A0520|116 123|phorbol
P09386074A0694|4 8|pigs
P09382924A0131|259 264|PSMB5
P09382886A1061|90 93|p53
P09382498A0618|42 44|cm
P09382498A0618|142 144|cm
P09381950A0209|64 67|min
P09380697T0000|142 153|cholesterol
P09380697T0000|4 10|sterol
P09376782A0328|43 46|MMT
P09376626A0737|46 47|h
P09376626A0737|55 56|h
P09374082A0504|162 165|PGD
P09374082A0504|64 73|phthalate
P09373155T0000|18 24|dynein
P09372968A0532|150 157|protein
P09372968A0532|131 137|dynein
P09372924A0758|201 204|XPC
P09371657A0165|62 63|A
P09371626A1345|54 57|VP2
P09369450A1358|51 53|GR
P09368760A0665|6 10|PDK1
P09368419A0000|94 98|acid
P09368026A0435|121 131|calcitriol
P09368026A0000|45 52|protein
P09368006A1332|125 132|protein
P09367426A1354|26 30|role
P09366517A0835|19 22|WT1
P09366456A0234|148 153|group
P09364750T0000|30 35|SUP35
P09360422A0135|5 10|group
P09354676A1714|33 34|t
P09353304A0732|68 73|Tiam1
P09352127A0953|74 76|rs
P09352016A1110|30 32|pg
P09352016A1110|34 36|ml
P09349501A0196|209 213|role
P09348226A0852|15 18|EGF
P09348226A0852|28 35|insulin
P09346953A0000|35 63|heparan sulfate proteoglycan
P09346935A0927|266 270|role
P09346925A0660|151 155|Grb2
P09343398A1193|92 96|poly
P09341193A0362|24 27|Sp3
P09341193A0362|19 22|Sp1
P09341193A0362|102 106|TRE1
P09341158A0167|38 41|mu1
P09336455A0000|81 86|GAL10
P09335619A0583|32 33|R
P09334475A0327|240 241|h
P09334330A0252|148 153|daf-3
P09334330A0252|18 23|daf-3
P09331864A0848|133 136|MGA
P09331864A0230|317 320|MGA
P09325273A1240|55 59|role
P09325022A0192|26 31|group
P09321930A0567|53 56|p53
P09321930A0567|68 71|MCC
P09315678A0278|134 141|Nopp140
P09315651T0000|15 19|AP-2
P09315633A0333|76 86|interferon
P09312025T0000|105 106|t
P09312025A0373|140 150|wortmannin
P09311796A0218|132 135|TBP
P09311568A0595|50 51|Q
P09305755A0540|225 228|AP1
P09303635A0000|68 72|lack
P09294422A1376|198 201|POR
P09294161A0650|29 36|protein
P09292499A0887|26 36|pyrimidine
P09288848A0780|14 16|Gy
P09287352A0930|176 179|Cys
P09287352A0930|184 187|Ser
P09280747A0195|19 44|hydralazine hydrochloride
P09278494A0762|18 21|Sp1
P09276882A0479|85 86|P
P09272138A1153|23 25|CR
P09272138A1153|97 102|group
P09271394A0558|152 155|TIR
P09268578A0225|95 98|mud
P09268387A0293|61 64|ELL
P09264466A0947|57 60|APC
P09259052A0568|25 28|Jun
P09256973A0455|37 42|group
P09255349A0836|71 75|IRA2
P09254678A0106|119 122|MBP
P09254678A0106|110 117|protein
P09252406A0511|181 185|SHP2
P09252406A0511|108 128|phosphatidylinositol
P09252406A0511|168 179|phosphatase
P09247645A0000|41 45|SEC3
P09244430A0693|87 92|donor
P09244350A0000|0 5|BRCA1
P09243840A0663|73 81|HLA-DQA1
P09242499A0505|75 76|d
P09242499A0505|83 94|application
P09241232A1154|102 106|Ogg1
P09241232A0653|97 105|cytosine
P09241092A1108|162 169|epoxide
P09236656A0124|74 75|L
P09236224A0939|101 104|NGF
P09235998A0788|75 86|cholesterol
P09234723A0846|89 96|protein
P09234717A0000|38 41|Cbl
P09234696A0238|76 83|protein
P09234690A0242|201 208|protein
P09233772A0136|5 12|protein
P09230945A0089|66 70|slip
P09230384A0725|65 67|MB
P09228202A0581|127 137|benzamides
P09227799A0254|181 184|SEA
P09226345A0436|110 111|p
P09220177A0564|106 107|h
P09220158A0537|17 24|protein
P09218775A0000|128 136|alginate
P09218459A0000|23 26|SRF
P09215891A0000|45 49|CIN1
P09211913A0000|48 52|ARNT
P09209438A0994|93 100|protein
P09209312A0968|73 75|nt
P09209312A0968|54 56|nt
P09199932A1357|117 120|ATM
P09199286A0086|88 95|protein
P09197408A0126|55 62|protein
P09197408A0126|136 143|cluster
P09195923A0125|126 129|TPR
P09193671A0347|54 57|GTP
P09192998A0356|80 81|T
P09192842A0988|247 251|role
P09190202A0166|163 170|protein
P09189783A0000|103 115|carbohydrate
P09188863A0954|24 30|CDC25B
P09182527A0443|20 24|role
P09182281A0197|91 95|drug
P09181130A1587a|133 137|role
P09178752A0574|117 119|ER
P09177857A0000|29 45|titanium dioxide
P09177169A0935|59 67|molecule
P09175858A1449|289 294|GAPDH
P09174049A1788|128 132|role
P09174049A1788|142 149|protein
P09171239A2146|53 57|acid
P09170159A0348|123 130|protein
P09169852A0235|205 214|histidine
P09169593T0000|152 156|role
P09168511A0640|119 132|dexamethasone
P09168083A0987|14 19|group
P09168083A0987|54 59|group
P09165035A0842|243 244|D
P09162092A0675|91 95|MKK3
P09162092A0675|101 106|MEKK3
P09159183A0119|108 112|bZIP
P09156883A0294|33 35|HR
P09155024A0955|18 22|EFG1
P09154283A0307|105 112|timolol
P09154283A0307|145 155|dipivefrin
P09154283A0307|114 125|pilocarpine
P09153348A0647|57 65|androgen
P09151806A1125|44 47|LAT
P09150728A0596|32 36|HES1
P09150595A0225|143 150|protein
P09150566A0316|19 23|role
P09150334A0559|78 81|min
P09148770A0977|9 12|Csk
P09147420T0000|0 3|TAR
P09144958A0047|5 12|protein
P09144165A1275|59 63|role
P09142146A0887|126 127|p
P09139892A1150|24 28|orfX
P09139737A0000|19 27|protease
P09139737A0000|78 84|sterol
P09136015A0529|66 73|cluster
P09135928A0912|183 184|P
P09135928A0912|93 104|angiotensin
P09135928A0912|159 168|metformin
P09135149A0000|118 122|Wee1
P09132057A0559|2 13|polypeptide
P09130700A0676|176 181|SPC98
P09130700A0676|168 172|TUB4
P09130595A0478|34 41|protein
P09128730A0000|120 140|acyl-carrier protein
P09128730A0000|83 103|acyl-carrier protein
P09122168A1427|48 52|role
P09121998A0663|242 245|min
P09121774T0000|2 6|role
P09121476T0000|0 5|PRH75
P09121435A1183|20 21|B
P09121430A0132|0 3|Shc
P09118664A1734|26 35|inhibitor
P09118664A1734|0 12|L-canavanine
P09115395A0478|513 517|Sox3
P09115395A0478|519 524|Vent2
P09111367A1098|619 626|protein
P09111367A1098|544 546|M3
P09111340A0240|294 297|CAT
P09111309A0674|50 57|protein
P09111004A0732|191 194|L12
P09105042A1497|182 188|myosin
P09099683A0000|146 150|acid
P09098066A0119|273 276|crl
P09096229T0000|36 46|nucleotide
P09092675A0283|56 57|U
P09090054A0186|220 227|cluster
P09089653A1112|126 128|nt
P09084174A0667|90 103|dehydrogenase
P09079638A0883|78 85|alanine
P09079638A0883|116 122|serine
P09075739A0827|47 48|S
P09067577A0721|65 69|CRKL
P09067577A0307|47 55|tyrosine
P09067577A0307|78 81|CRK
P09064659A1055|146 153|protein
P09064659A1055|188 192|UPF1
P09064659A1055|69 76|protein
P09061697A0629|97 98|h
P09060971A0982|264 265|p
P09059039A0850|134 144|papaverine
P09058378A1134|90 93|p53
P09053973A1252|38 49|misoprostol
P09053494A0612|260 261|P
P09053494A0612|38 42|CD34
P09047344A0000|28 31|CBP
P09047344A0000|36 43|peptide
P09047252A0209|77 80|HCC
P09046090T0000|158 161|arm
P09042911A0626|40 54|glucocorticoid
P09041123A0195|36 42|ligand
P09038192A0846|15 24|inhibitor
P09037064A0183|7 18|application
P09036529A0343|131 135|CAST
P09035307A0000|43 46|man
P09032267A0850|49 52|CBP
P09032259A0150|27 31|Rac1
P09031639A0474|108 110|aa
P09031639A0474|76 87|polypeptide
P09029104A0226|9 14|IGLL1
P09027346A1957|129 136|peptide
P09024805A0905b|135 138|AP1
P09024039A0247|149 159|desflurane
P09024039A0247|163 173|isoflurane
P09020169A0552|0 4|SIM1
P09020138A0833|14 17|Cas
P09017443A0734|157 158|p
P09011744A0790|112 118|Grin2b
P09011744A0790|152 158|Grin2d
P09010223A1850|99 103|FLI1
P09010223A0667|48 52|FLI1
P09010223A0667|70 74|ETS2
P09008301A0193|116 123|protein
P09006902A0370|39 44|MEKK3
P09006010A0527|243 253|amino acid
P09006010A0527|277 287|amino acid
P09004304A0000|146 150|acid
P09003001A1593|36 43|protein
P09001245A0187|0 6|NUP145
P09000049A1341|16 19|Mnt
P08995681A0518|66 73|protein
P08995410A0000|167 168|S
P08994968A0926|134 138|NADP
P08992115A0199|223 226|air
P08990194A0000|30 45|thyroid hormone
P08990168A0688|54 58|JAK1
P08989025A0359|58 68|nifedipine
P08986214A0000|232 235|AFP
P08986214A0000|204 207|HGF
P08985122A0501|51 56|group
P08977235A0588|109 114|STAT1
P08975713A0454|35 40|probe
P08958720A1204|77 79|HR
P08955402A0288|84 88|HOL1
P08955306A0224|175 182|acetate
P08955189A1198|129 132|Sp1
P08955071T0000|64 68|ORC1
P08953340A0000|20 35|vanadyl sulfate
P08952965A1182|260 264|CDR2
P08945810T0001|46 49|man
P08942999T0000|77 84|protein
P08937989A1365|134 141|protein
P08937989A1365|84 89|actin
P08923258A0353|67 68|d
P08922390A0793|151 158|stretch
P08922384A0466|135 142|protein
P08922344A1539|56 60|acid
P08921865A1293|39 41|ss
P08918885A1087|152 156|role
P08918464A0225|142 145|STK
P08918464A0225|87 90|STK
P08918456A0455|56 60|AP-2
P08918456A0455|42 44|mu
P08917449A0000|28 31|LIF
P08916960A1331|173 174|t
P08915508A0000|121 124|Tat
P08914388A1645|117 129|sparfloxacin
P08912807A0411|63 79|tyrosine residue
P08912232A0260|12 16|role
P08910292T0000|55 60|Cdc42
P08909546A0810|101 108|protein
P08909546A0810|19 23|PEA2
P08905819A0531|60 62|sm
P08901635A0000|89 90|s
P08901135A1132|200 204|NIT2
P08898893A0202|186 190|acid
P08897721A0000|114 128|polysaccharide
P08897721A0000|139 148|immunogen
P08896804A0000|299 300|P
P08896804A0000|115 122|agonist
P08896804A0000|349 356|ethanol
P08896402A0587|118 130|glycoprotein
P08896280A0860|51 55|IME1
P08894144A0330|225 227|sc
P08894144A0330|277 279|sc
P08893779A0229|151 152|p
P08893779A0229|185 186|p
P08891131A0000|231 235|pigs
P08887661A1061|31 36|TFIIB
P08885270A0428|57 61|PAO1
P08878573A1370|60 63|ATO
P08878573A1370|169 172|ATO
P08878045A0606|118 123|group
P08873159A0791|32 37|group
P08872671A0573|158 161|air
P08871635A0000|114 118|CD40
P08869763A0378|68 76|morphine
P08864219A0178|74 86|itraconazole
P08864219A0178|88 99|fluconazole
P08862743A0603|71 72|p
P08861955A0927|117 121|ARF1
P08858211A0694|158 161|GDP
P08853303A0431|271 274|min
P08849569A0615|116 124|cortisol
P08848052A0733|31 35|Gle1
P08848052A0733|131 135|Gle1
P08848013A1469|63 67|role
P08844712A0000|18 23|oxide
P08844577A0000|22 31|macrolide
P08842143A0000|64 67|hup
P08838805T0000|53 59|CTNNB1
P08832146A0959|107 108|r
P08832146A0959|70 71|r
P08832146A0959|102 105|PTH
P08831364A1252|129 138|verapamil
P08831364A1252|5 14|verapamil
P08831364A1252|19 30|propranolol
P08825556A0522|56 66|nucleotide
P08825554A0000|44 49|group
P08824884A0000|65 70|FRAXE
P08824884A0000|34 40|folate
P08824798A0761|134 137|CRP
P08823646A1012|18 28|adrenaline
P08823163T0000|153 157|role
P08820642A0173|135 142|cluster
P08820642A0173|279 281|HR
P08818718A1229|142 146|MDR1
P08816507A1125|164 167|YY1
P08816483A0869|31 35|SWI5
P08816483A0869|25 29|SIC1
P08816443A1674|105 106|N
P08813766A0605|61 68|protein
P08810278A0682|42 49|protein
P08810278A0682|136 144|tyrosine
P08806693A0584|106 113|protein
P08805338A1061|137 141|Ogg1
P08804389A0893|48 53|probe
P08798635A0870|46 49|GTP
P08798635A0870|93 97|ARF6
P08798635A0870|71 75|ARF1
P08798610A0843|88 95|guanine
P08798610A0843|184 191|protein
P08798443A0660|94 101|alanine
P08798443A0660|80 86|serine
P08794869A0274|71 75|role
P08794339A1162|161 164|CBP
P08780339A0142|154 161|glucose
P08780339A0142|175 181|starch
P08771787T0000|53 60|protein
P08770021T0000|67 71|role
P08769566A0000|125 132|protein
P08769566A0000|179 182|ZD1
P08766049A0000|210 212|ml
P08763207A0402|178 181|CPE
P08760889A0170|40 45|probe
P08760776A1559|47 69|fluticasone propionate
P08760776A1559|140 152|theophylline
P08756712A0227|45 55|amino acid
P08756712A0227|80 83|RPA
P08754852A0960|48 55|protein
P08751635A0135|83 86|CA3
P08749394A0874|112 113|H
P08742135A0000|146 160|corticosterone
P08740416A0239|14 21|protein
P08733123A0951|109 116|protein
P08731222A0000|165 167|Cu
P08727992A0570|111 114|min
P08723883A1684|47 56|vitamin E
P08723883A1684|64 67|hay
P08721999A0727|24 26|nt
P08719155A0105|60 68|molecule
P08719155A0105|237 244|protein
P08711631A0989|44 60|cyclophosphamide
P08710377A0577|53 57|Grb2
P08710377A0577|140 143|Shc
P08709224T0000|27 34|protein
P08707825A0063|253 260|protein
P08706368A1024|202 203|p
P08706368A1024|102 103|p
P08703908A1814|61 65|role
P08703005A0645|148 155|protein
P08702845A0000|122 125|DAT
P08702807A0964|90 94|MKK1
P08702728A1325|60 63|Shc
P08702728A1325|40 43|Shc
P08702556A0000|85 88|PAP
P08700531A1420|267 271|role
P08698756A1240|58 70|coenzyme Q10
P08691106A0733|114 121|protein
P08688556A0242|159 162|Chc
P08688190A0000|101 117|beta-D-glucoside
P08686381A0527|183 190|protein
P08686381A0527|198 201|BCR
P08684522A0415|102 110|collagen
P08680702A0548|381 382|p
P08680702A0548|272 273|p
P08677443A0238|88 91|VIP
P08676495A0129|40 50|nucleotide
P08676495A0129|52 54|nt
P08675763A0788|52 55|Met
P08675395A0751|60 63|fit
P08670556A0425|17 18|p
P08669676A1644|94 95|P
P08669676A1644|40 45|group
P08668190A1364|59 60|H
P08668190A1364|141 142|H
P08663326A0000|129 135|methyl
P08663172A0311|5 12|protein
